Repo	ID	Number	User	State	Comments	Created	Response	Updated	Closed
satijalab/seurat	449232092	1591	rlorenzc	closed	1	2019-05-28T12:08:20Z	2019-05-28T14:17:57Z	2019-05-28T14:17:58Z	2019-05-28T14:17:57Z
satijalab/seurat	449135855	1590	DawnEve	closed	6	2019-05-28T08:37:16Z	2019-05-28T16:09:28Z	2020-02-28T15:54:28Z	2019-05-30T06:24:17Z
satijalab/seurat	449134663	1589	stevenhuakui	closed	15	2019-05-28T08:34:59Z	2019-05-28T11:42:01Z	2020-04-22T23:06:18Z	2019-05-31T14:43:22Z
satijalab/seurat	448751181	1588	yhli1992	closed	2	2019-05-27T09:16:44Z	2019-05-27T12:42:49Z	2019-05-29T00:48:45Z	2019-05-29T00:48:45Z
satijalab/seurat	448710224	1587	BigGiAnts	closed	2	2019-05-27T07:38:14Z	2019-05-28T15:27:10Z	2019-05-31T02:45:26Z	2019-05-31T02:45:26Z
satijalab/seurat	448624936	1586	tracychew	closed	1	2019-05-27T00:43:03Z	2019-05-31T14:31:10Z	2019-05-31T14:31:14Z	2019-05-31T14:31:11Z
satijalab/seurat	448584538	1585	BSharmi	closed	2	2019-05-26T16:38:46Z	2019-05-27T19:05:44Z	2019-06-03T00:51:42Z	2019-05-27T19:05:44Z
satijalab/seurat	448555867	1584	chansigit	closed	1	2019-05-26T11:13:00Z	2019-05-31T14:11:38Z	2019-05-31T14:11:46Z	2019-05-31T14:11:38Z
satijalab/seurat	448518036	1583	sygongcode	closed	2	2019-05-26T01:30:47Z	2019-05-26T19:41:48Z	2019-05-31T18:28:39Z	2019-05-31T18:28:39Z
satijalab/seurat	448492340	1582	hua1991	closed	10	2019-05-25T18:53:01Z	2019-05-25T20:57:12Z	2020-10-15T10:09:35Z	2019-05-25T22:47:42Z
satijalab/seurat	448390890	1581	r-melo	closed	2	2019-05-25T00:12:23Z	2019-05-31T14:08:31Z	2019-06-14T14:38:58Z	2019-06-14T14:38:58Z
satijalab/seurat	448246665	1580	stephenchea	closed	1	2019-05-24T16:06:51Z	2019-05-24T16:20:04Z	2019-05-24T16:20:05Z	2019-05-24T16:20:04Z
satijalab/seurat	448239860	1579	stephenchea	closed	0	2019-05-24T15:50:31Z	2019-05-24T15:58:39Z	2019-05-24T15:58:40Z	2019-05-24T15:58:39Z
satijalab/seurat	447864023	1578	L30P30	closed	4	2019-05-23T20:42:22Z	2019-05-24T15:41:24Z	2019-05-24T16:33:58Z	2019-05-24T15:41:24Z
satijalab/seurat	447366274	1577	compbio	closed	2	2019-05-22T22:13:43Z	2019-05-24T15:37:13Z	2019-06-07T16:04:59Z	2019-06-07T16:04:59Z
satijalab/seurat	447352677	1576	maggietsui	closed	1	2019-05-22T21:31:55Z	2019-05-24T15:40:31Z	2019-05-24T15:40:32Z	2019-05-24T15:40:31Z
satijalab/seurat	447108540	1575	dcoukos	closed	6	2019-05-22T12:31:21Z	2019-05-22T15:27:05Z	2019-09-04T18:46:25Z	2019-05-24T15:58:36Z
satijalab/seurat	447107196	1574	UserBio2019	closed	0	2019-05-22T12:28:34Z	2019-05-22T17:21:32Z	2019-05-22T17:21:32Z	2019-05-22T17:21:32Z
satijalab/seurat	447056863	1573	SaraVilla	closed	0	2019-05-22T10:29:31Z	2019-05-22T10:31:00Z	2019-05-22T10:31:00Z	2019-05-22T10:31:00Z
satijalab/seurat	447055619	1572	AmelZulji	closed	1	2019-05-22T10:26:38Z	2019-05-22T12:48:36Z	2019-05-22T15:27:48Z	2019-05-22T15:27:48Z
satijalab/seurat	446336359	1571	ahdee	closed	3	2019-05-20T22:23:13Z	2019-05-21T15:43:00Z	2019-05-22T19:36:18Z	2019-05-22T19:36:18Z
satijalab/seurat	446306216	1570	rjb67	closed	5	2019-05-20T20:55:12Z	2019-05-24T16:06:22Z	2020-05-15T16:35:23Z	2020-05-15T16:35:23Z
satijalab/seurat	446252756	1569	JPingLin	closed	1	2019-05-20T18:32:09Z	2019-05-21T19:19:25Z	2019-05-21T21:05:29Z	2019-05-21T21:05:29Z
satijalab/seurat	446183107	1567	weihuaguo	closed	2	2019-05-20T15:34:18Z	2019-05-24T14:58:28Z	2019-06-07T15:05:03Z	2019-06-07T15:05:03Z
satijalab/seurat	446166718	1566	wwjd918	closed	3	2019-05-20T15:02:31Z	2019-06-03T12:03:11Z	2019-06-10T13:25:31Z	2019-05-23T17:12:10Z
satijalab/seurat	446042781	1565	Biogitte	closed	3	2019-05-20T10:34:24Z	2019-05-20T12:35:15Z	2019-10-14T16:44:10Z	2019-05-20T16:44:49Z
satijalab/seurat	445966957	1564	SeadonXing	closed	2	2019-05-20T07:41:14Z	2019-05-20T13:10:36Z	2019-05-20T16:40:43Z	2019-05-20T16:40:43Z
satijalab/seurat	445909478	1563	ikohideonbush	closed	1	2019-05-20T03:36:22Z	2019-05-24T15:09:45Z	2019-05-24T15:09:45Z	2019-05-24T15:09:45Z
satijalab/seurat	445837804	1562	Close-your-eyes	closed	15	2019-05-19T16:27:41Z	2019-05-24T15:28:29Z	2019-10-23T07:05:27Z	2019-06-21T15:30:52Z
satijalab/seurat	445787082	1561	LHXANDY	closed	1	2019-05-19T06:51:04Z	2019-05-24T14:51:36Z	2019-05-24T14:51:37Z	2019-05-24T14:51:36Z
satijalab/seurat	445733909	1560	bbimber	closed	1	2019-05-18T16:54:15Z	2019-05-24T16:10:26Z	2019-05-24T16:10:27Z	2019-05-24T16:10:27Z
satijalab/seurat	445718943	1559	chansigit	closed	6	2019-05-18T14:04:57Z	2019-05-24T16:46:15Z	2019-07-30T05:38:19Z	2019-06-14T15:41:13Z
satijalab/seurat	445689913	1558	MichaelPeibo	closed	1	2019-05-18T07:38:53Z	2019-05-18T08:59:08Z	2019-05-18T08:59:08Z	2019-05-18T08:59:08Z
satijalab/seurat	445446187	1557	hugovankessel	closed	2	2019-05-17T13:36:17Z	2019-05-17T15:57:17Z	2019-05-22T19:29:32Z	2019-05-22T19:29:31Z
satijalab/seurat	445396829	1556	jderoberts	closed	2	2019-05-17T11:28:49Z	2019-05-17T20:52:01Z	2019-05-20T15:11:57Z	2019-05-20T15:11:54Z
satijalab/seurat	445298223	1555	jmzvillarreal	closed	1	2019-05-17T07:14:15Z	2019-05-17T15:15:56Z	2019-05-17T15:15:56Z	2019-05-17T15:15:56Z
satijalab/seurat	445214560	1554	HomairaH	closed	4	2019-05-17T00:35:17Z	2019-05-17T16:03:57Z	2019-05-22T13:26:56Z	2019-05-17T16:03:57Z
satijalab/seurat	445180424	1553	plath997	closed	11	2019-05-16T22:08:02Z	2019-05-17T16:15:50Z	2019-08-12T15:15:26Z	2019-05-24T15:21:26Z
satijalab/seurat	445175742	1552	ts3139	closed	1	2019-05-16T21:52:09Z	2019-05-24T15:48:58Z	2019-05-24T15:48:58Z	2019-05-24T15:48:58Z
satijalab/seurat	445148985	1550	trueth1206	closed	2	2019-05-16T20:38:09Z	2019-05-17T16:13:13Z	2019-05-18T22:38:42Z	2019-05-18T22:38:42Z
satijalab/seurat	444994655	1548	SeadonXing	closed	2	2019-05-16T14:39:16Z	2019-06-14T15:06:44Z	2019-06-14T15:06:44Z	2019-06-14T15:06:44Z
satijalab/seurat	444992625	1547	SeadonXing	closed	4	2019-05-16T14:35:33Z	2019-05-19T21:37:21Z	2020-01-13T08:09:30Z	2019-05-24T15:38:23Z
satijalab/seurat	444717609	1546	stemangiola	closed	5	2019-05-16T01:53:30Z	2019-05-17T13:27:34Z	2019-06-14T05:47:50Z	2019-05-17T16:03:18Z
satijalab/seurat	444700633	1545	ahdee	closed	0	2019-05-16T00:24:23Z	2019-05-16T21:44:31Z	2019-05-16T21:44:31Z	2019-05-16T21:44:31Z
satijalab/seurat	444697444	1544	rushikapandya	closed	4	2019-05-16T00:09:15Z	2019-05-17T16:30:18Z	2019-05-22T20:46:10Z	2019-05-22T20:46:10Z
satijalab/seurat	444679945	1543	KingstonData	closed	1	2019-05-15T22:52:47Z	2019-05-17T16:33:26Z	2019-05-17T16:33:26Z	2019-05-17T16:33:26Z
satijalab/seurat	444626558	1542	bapoorva	closed	3	2019-05-15T20:18:43Z	2019-05-17T16:48:47Z	2020-05-23T08:35:34Z	2019-05-17T21:35:14Z
satijalab/seurat	444569098	1541	kragrawa	closed	3	2019-05-15T17:56:13Z	2019-05-17T16:38:53Z	2020-03-05T19:17:27Z	2020-03-05T19:17:26Z
satijalab/seurat	444477365	1540	samuel-marsh	closed	1	2019-05-15T14:38:34Z	2019-05-17T16:37:44Z	2019-05-17T16:37:45Z	2019-05-17T16:37:44Z
satijalab/seurat	444191169	1539	drpatshah	closed	1	2019-05-15T01:11:08Z	2019-05-15T02:17:24Z	2019-05-15T02:17:24Z	2019-05-15T02:17:24Z
satijalab/seurat	444150190	1538	eloimercier-stemcell	closed	1	2019-05-14T22:18:40Z	2019-05-17T16:36:59Z	2019-05-17T16:37:03Z	2019-05-17T16:36:59Z
satijalab/seurat	444110257	1537	Dragonmasterx87	closed	5	2019-05-14T20:29:32Z	2019-05-17T15:33:58Z	2019-05-18T20:39:40Z	2019-05-17T15:33:58Z
satijalab/seurat	444012639	1536	shokohirosue	closed	1	2019-05-14T16:31:18Z	2019-05-17T15:27:24Z	2019-05-17T15:27:24Z	2019-05-17T15:27:24Z
satijalab/seurat	443988970	1535	mosquitoCat	closed	4	2019-05-14T15:41:41Z	2019-05-17T15:21:13Z	2019-05-17T21:45:17Z	2019-05-17T21:45:17Z
satijalab/seurat	443903894	1534	xds123	closed	4	2019-05-14T13:05:21Z	2019-05-14T16:35:56Z	2019-07-16T14:27:05Z	2019-05-14T16:35:56Z
satijalab/seurat	443899209	1533	ahoffrichter	closed	4	2019-05-14T12:55:27Z	2019-06-10T14:59:02Z	2019-06-11T07:10:35Z	2019-06-11T07:10:31Z
satijalab/seurat	443659116	1532	KatjaRM	closed	2	2019-05-14T00:36:30Z	2019-05-14T14:18:05Z	2019-05-14T18:01:53Z	2019-05-14T18:01:53Z
satijalab/seurat	443634020	1531	sophiecowman	closed	2	2019-05-13T22:46:29Z	2019-05-14T14:07:38Z	2019-05-14T14:24:39Z	2019-05-14T14:07:38Z
satijalab/seurat	443292366	1530	vkorobeynyk	closed	1	2019-05-13T09:22:09Z	2019-05-13T16:10:25Z	2019-05-13T16:10:25Z	2019-05-13T16:10:25Z
satijalab/seurat	443192618	1529	SeadonXing	closed	6	2019-05-13T03:43:26Z	2019-05-14T22:44:14Z	2019-06-18T19:00:40Z	2019-05-24T16:47:58Z
satijalab/seurat	443171945	1528	HugoGonzalezVelozo	closed	8	2019-05-13T01:32:19Z	2019-05-17T16:44:15Z	2019-10-21T13:43:34Z	2019-05-17T16:44:15Z
satijalab/seurat	443021358	1527	rmenafra	closed	1	2019-05-11T18:03:48Z	2019-05-17T16:42:24Z	2019-05-17T16:42:24Z	2019-05-17T16:42:24Z
satijalab/seurat	442993732	1526	lo2811	closed	1	2019-05-11T13:34:05Z	2019-05-24T15:15:55Z	2019-05-24T15:15:55Z	2019-05-24T15:15:55Z
satijalab/seurat	442927681	1525	upfriend	closed	5	2019-05-10T23:34:50Z	2019-05-17T16:16:57Z	2019-10-02T21:00:32Z	2019-05-17T20:52:53Z
satijalab/seurat	442859884	1524	zzgw	closed	1	2019-05-10T19:17:28Z	2019-05-10T21:36:20Z	2019-05-10T21:36:20Z	2019-05-10T21:36:20Z
satijalab/seurat	442842185	1523	Lei-GitHub	closed	2	2019-05-10T18:26:38Z	2019-05-10T19:03:20Z	2019-05-11T14:01:49Z	2019-05-11T14:01:49Z
satijalab/seurat	442814341	1522	ikohideonbush	closed	1	2019-05-10T17:10:15Z	2019-05-10T18:01:32Z	2019-05-24T08:43:39Z	2019-05-10T18:01:32Z
satijalab/seurat	442724615	1521	ningli-microbiome	closed	2	2019-05-10T13:38:32Z	2019-05-10T15:04:55Z	2019-05-13T21:39:57Z	2019-05-10T15:10:13Z
satijalab/seurat	442693689	1520	trueth1206	closed	2	2019-05-10T12:27:01Z	2019-05-10T14:53:00Z	2020-03-20T09:08:37Z	2019-05-10T14:53:00Z
satijalab/seurat	442675281	1519	zbgaber	closed	1	2019-05-10T11:40:24Z	2019-05-10T14:57:11Z	2019-05-10T14:57:11Z	2019-05-10T14:57:11Z
satijalab/seurat	442510495	1518	shendong124	closed	2	2019-05-10T02:28:48Z	2019-05-10T14:53:25Z	2019-05-10T20:54:19Z	2019-05-10T14:53:25Z
satijalab/seurat	442208497	1517	NicolaasVanRenne	closed	3	2019-05-09T12:22:54Z	2019-05-10T14:59:25Z	2019-09-27T15:24:51Z	2019-05-13T18:52:51Z
satijalab/seurat	442130092	1516	AMA111	closed	1	2019-05-09T09:08:05Z	2019-05-10T14:56:25Z	2019-05-10T14:56:25Z	2019-05-10T14:56:25Z
satijalab/seurat	441938981	1515	kevmei	closed	5	2019-05-08T21:26:02Z	2019-05-10T15:03:08Z	2020-07-21T11:03:54Z	2019-05-10T21:30:35Z
satijalab/seurat	441877893	1514	rajasreemenon	closed	3	2019-05-08T18:48:19Z	2019-05-09T09:10:44Z	2019-05-10T14:59:20Z	2019-05-10T14:59:20Z
satijalab/seurat	441814899	1513	BrunoGuillotin	closed	5	2019-05-08T16:10:29Z	2019-05-10T15:03:23Z	2019-05-21T07:51:33Z	2019-05-10T15:03:23Z
satijalab/seurat	441800729	1512	JonThom	closed	2	2019-05-08T15:39:41Z	2019-05-09T20:20:17Z	2019-05-10T15:05:51Z	2019-05-10T15:05:51Z
satijalab/seurat	441526971	1511	zhumengyan	closed	4	2019-05-08T02:52:49Z	2019-05-10T15:10:53Z	2020-08-05T17:17:26Z	2019-05-10T15:10:53Z
satijalab/seurat	441387102	1510	MediciPrime	closed	7	2019-05-07T18:33:40Z	2019-05-10T15:18:52Z	2019-10-10T17:41:58Z	2019-05-10T15:18:52Z
satijalab/seurat	441179117	1509	rlorenzc	closed	7	2019-05-07T11:25:10Z	2019-05-07T13:56:48Z	2019-08-21T20:16:45Z	2019-05-07T13:56:49Z
satijalab/seurat	440944133	1508	jcschupp	closed	8	2019-05-06T23:22:57Z	2019-05-20T20:00:08Z	2020-04-12T14:48:28Z	2019-06-07T15:05:02Z
satijalab/seurat	440879285	1507	TapsiS	closed	6	2019-05-06T20:45:39Z	2019-05-10T15:25:24Z	2019-09-03T23:06:24Z	2019-06-21T20:34:11Z
satijalab/seurat	440836551	1506	AMF12	closed	4	2019-05-06T18:53:15Z	2019-05-07T13:57:50Z	2019-05-08T17:19:06Z	2019-05-08T17:19:06Z
satijalab/seurat	440807128	1505	kks101790	closed	1	2019-05-06T17:36:51Z	2019-05-10T15:30:09Z	2019-05-10T15:30:09Z	2019-05-10T15:30:09Z
satijalab/seurat	440729735	1504	Lei-GitHub	closed	2	2019-05-06T14:32:50Z	2019-05-07T13:58:48Z	2019-05-07T14:50:57Z	2019-05-07T14:50:57Z
satijalab/seurat	440727360	1503	jecorn	open	4	2019-05-06T14:27:45Z	2019-05-10T14:55:33Z	2019-06-03T21:33:35Z	NA
satijalab/seurat	440414849	1502	SeadonXing	closed	2	2019-05-05T07:59:32Z	2019-05-10T15:40:23Z	2019-05-13T21:42:32Z	2019-05-10T21:42:20Z
satijalab/seurat	440340474	1501	wupeng2	closed	2	2019-05-04T16:18:50Z	2019-05-10T15:42:51Z	2020-02-11T08:02:07Z	2019-05-10T15:42:51Z
satijalab/seurat	440324201	1500	SeadonXing	closed	2	2019-05-04T13:39:23Z	2019-05-10T15:47:43Z	2019-12-18T19:13:17Z	2019-05-10T15:47:43Z
satijalab/seurat	440297612	1499	SeadonXing	closed	6	2019-05-04T08:04:33Z	2019-05-10T15:22:25Z	2019-11-21T16:36:04Z	2019-05-10T15:22:25Z
satijalab/seurat	440234678	1498	lennycheung	closed	4	2019-05-03T21:47:57Z	2019-05-10T15:25:16Z	2020-09-21T17:36:00Z	2019-05-10T15:25:16Z
satijalab/seurat	440215078	1497	piepertc	closed	4	2019-05-03T20:45:29Z	2019-05-03T21:00:15Z	2019-05-06T00:54:43Z	2019-05-06T00:54:43Z
satijalab/seurat	440184842	1496	tmccra2	closed	1	2019-05-03T19:18:02Z	2019-05-10T15:18:51Z	2019-05-10T15:19:16Z	2019-05-10T15:18:51Z
satijalab/seurat	440162143	1495	ilyakorsunsky	closed	4	2019-05-03T18:15:33Z	2019-05-10T15:15:10Z	2019-08-16T16:19:51Z	2019-08-16T16:19:51Z
satijalab/seurat	440157222	1494	w2niva	closed	1	2019-05-03T18:01:34Z	2019-05-10T15:25:54Z	2019-05-17T16:50:24Z	2019-05-17T16:50:24Z
satijalab/seurat	440153566	1493	sameet	closed	1	2019-05-03T17:51:24Z	2019-05-05T18:59:32Z	2019-05-05T18:59:32Z	2019-05-05T18:59:32Z
satijalab/seurat	439948637	1492	krejciadam	closed	1	2019-05-03T08:51:19Z	2019-05-10T15:12:55Z	2019-05-10T15:12:55Z	2019-05-10T15:12:55Z
satijalab/seurat	439896676	1491	pbrazda	closed	1	2019-05-03T05:50:04Z	2019-05-03T07:15:15Z	2019-05-03T07:15:15Z	2019-05-03T07:15:15Z
satijalab/seurat	439630941	1490	zhumengyan	closed	3	2019-05-02T14:48:01Z	2019-05-02T16:39:24Z	2019-05-10T15:21:10Z	2019-05-10T15:21:10Z
satijalab/seurat	439621255	1489	23sd98fg	closed	8	2019-05-02T14:29:06Z	2019-05-02T16:33:59Z	2019-06-09T22:05:44Z	2019-06-07T17:04:58Z
satijalab/seurat	439594608	1488	gouthamatla	closed	5	2019-05-02T13:35:19Z	2019-05-02T14:19:24Z	2019-12-17T14:45:23Z	2019-05-02T15:26:59Z
satijalab/seurat	439389888	1487	thomasdwu	closed	2	2019-05-02T00:51:56Z	2019-05-02T16:30:40Z	2019-07-10T10:01:05Z	2019-05-10T15:25:45Z
satijalab/seurat	439072115	1486	SeadonXing	closed	2	2019-05-01T05:22:52Z	2019-05-02T16:24:21Z	2019-05-04T09:42:59Z	2019-05-04T09:42:59Z
satijalab/seurat	439050209	1485	fly4all	closed	2	2019-05-01T02:37:03Z	2019-05-01T08:11:58Z	2019-05-01T13:48:29Z	2019-05-01T13:48:28Z
satijalab/seurat	438977910	1484	irmed	closed	1	2019-04-30T21:06:51Z	2019-05-02T16:19:35Z	2019-05-10T15:27:25Z	2019-05-10T15:27:25Z
satijalab/seurat	438974623	1483	ltosti	closed	2	2019-04-30T20:57:52Z	2019-05-10T15:23:42Z	2019-05-13T21:43:03Z	2019-05-13T18:52:27Z
satijalab/seurat	438962819	1482	SFF-singecell-user	closed	3	2019-04-30T20:28:14Z	2019-04-30T21:18:25Z	2020-05-20T13:10:25Z	2019-05-01T13:45:07Z
satijalab/seurat	438955097	1481	arararararararar8	closed	1	2019-04-30T20:07:56Z	2019-05-02T16:15:51Z	2019-05-02T16:15:51Z	2019-05-02T16:15:51Z
satijalab/seurat	438898682	1480	bioinfo28	closed	2	2019-04-30T17:47:29Z	2019-05-01T08:16:16Z	2019-05-01T13:44:39Z	2019-05-01T13:44:34Z
satijalab/seurat	438880029	1479	ChaDuss	closed	1	2019-04-30T16:59:25Z	2019-04-30T18:15:10Z	2019-04-30T18:15:10Z	2019-04-30T18:15:10Z
satijalab/seurat	438859092	1478	chansigit	closed	1	2019-04-30T16:10:26Z	2019-05-02T16:08:47Z	2019-05-10T15:35:13Z	2019-05-10T15:35:13Z
satijalab/seurat	438836043	1477	SeadonXing	closed	3	2019-04-30T15:22:58Z	2019-04-30T18:36:21Z	2019-05-13T21:43:24Z	2019-05-06T15:00:28Z
satijalab/seurat	438832268	1476	SeadonXing	closed	5	2019-04-30T15:15:23Z	2019-04-30T17:45:07Z	2020-03-01T13:32:22Z	2019-05-01T04:56:12Z
satijalab/seurat	438800608	1475	RoganGrant	closed	2	2019-04-30T14:13:13Z	2019-04-30T14:44:05Z	2020-06-29T00:20:59Z	2019-04-30T14:44:05Z
satijalab/seurat	438746460	1474	VasoLG	closed	1	2019-04-30T12:12:58Z	2019-04-30T17:42:16Z	2019-05-10T15:35:24Z	2019-05-10T15:35:24Z
satijalab/seurat	438677599	1473	araksm	closed	5	2019-04-30T09:19:36Z	2019-04-30T09:53:36Z	2019-04-30T14:23:29Z	2019-04-30T14:23:29Z
satijalab/seurat	438672319	1472	SeadonXing	closed	2	2019-04-30T09:06:31Z	2019-05-09T09:45:42Z	2019-05-10T15:39:58Z	2019-05-10T15:39:58Z
satijalab/seurat	438664548	1471	Lijinluu	closed	4	2019-04-30T08:46:37Z	2019-04-30T17:38:30Z	2019-05-11T00:48:53Z	2019-05-10T15:42:10Z
satijalab/seurat	438614443	1470	atakanekiz	closed	2	2019-04-30T05:59:43Z	2019-04-30T17:37:01Z	2019-04-30T21:08:37Z	2019-04-30T21:08:37Z
satijalab/seurat	438428777	1469	AlexChitsazan	closed	2	2019-04-29T17:39:32Z	2019-05-01T20:56:05Z	2019-05-24T16:14:55Z	2019-05-24T16:14:55Z
satijalab/seurat	438395255	1468	atakanekiz	closed	3	2019-04-29T16:13:25Z	2019-05-06T11:59:52Z	2019-05-07T21:01:07Z	2019-04-29T16:31:40Z
satijalab/seurat	438336222	1467	zqyhyunbin	closed	2	2019-04-29T14:11:40Z	2019-04-30T10:06:16Z	2019-05-03T01:23:11Z	2019-05-03T01:23:11Z
satijalab/seurat	438293611	1466	ChaDuss	closed	3	2019-04-29T12:35:42Z	2019-04-29T13:32:00Z	2019-04-30T08:30:23Z	2019-04-30T02:14:58Z
satijalab/seurat	438270965	1465	SeadonXing	closed	2	2019-04-29T11:33:23Z	2019-04-29T15:41:32Z	2019-04-29T15:42:36Z	2019-04-29T15:42:35Z
satijalab/seurat	438134151	1464	arararararararar8	closed	4	2019-04-29T03:02:18Z	2019-04-29T15:39:02Z	2019-04-29T19:51:38Z	2019-04-29T15:59:46Z
satijalab/seurat	438133937	1463	solyris	closed	1	2019-04-29T03:00:43Z	2019-04-29T15:37:39Z	2019-04-30T02:15:17Z	2019-04-30T02:15:17Z
satijalab/seurat	438127864	1462	dhb2128	closed	1	2019-04-29T02:11:57Z	2019-05-10T15:55:52Z	2019-05-10T15:55:52Z	2019-05-10T15:55:52Z
satijalab/seurat	438083997	1461	jingyaq	closed	1	2019-04-28T18:11:55Z	2019-04-28T21:49:42Z	2019-04-28T21:49:42Z	2019-04-28T21:49:42Z
satijalab/seurat	438046530	1460	LHXANDY	closed	1	2019-04-28T11:32:26Z	2019-04-29T15:33:30Z	2019-04-30T02:14:10Z	2019-04-30T02:14:10Z
satijalab/seurat	438042207	1459	LHXANDY	closed	1	2019-04-28T10:40:29Z	2019-04-29T15:27:06Z	2019-04-30T02:14:37Z	2019-04-30T02:14:37Z
satijalab/seurat	437996363	1458	igordot	closed	1	2019-04-28T00:12:47Z	2019-04-28T07:09:15Z	2019-04-28T07:09:16Z	2019-04-28T07:09:15Z
satijalab/seurat	437981828	1457	xhongyi	closed	2	2019-04-27T20:35:54Z	2019-04-27T22:18:46Z	2019-04-28T21:47:22Z	2019-04-27T22:18:46Z
satijalab/seurat	437975155	1456	cesco-lemon	closed	1	2019-04-27T19:16:17Z	2019-04-27T21:48:07Z	2019-04-27T22:13:23Z	2019-04-27T22:13:23Z
satijalab/seurat	437967050	1455	QqQss	closed	2	2019-04-27T17:41:31Z	2019-04-29T15:25:19Z	2019-05-03T16:25:16Z	2019-05-03T16:25:16Z
satijalab/seurat	437950558	1454	giorgosminas	closed	3	2019-04-27T14:45:15Z	2019-04-27T22:16:40Z	2019-05-13T21:44:43Z	2019-05-13T19:09:59Z
satijalab/seurat	437927332	1453	chrsyl	closed	1	2019-04-27T09:57:12Z	2019-04-27T21:14:50Z	2019-04-28T21:50:26Z	2019-04-28T21:50:26Z
satijalab/seurat	437909045	1452	SeadonXing	closed	1	2019-04-27T05:34:57Z	2019-04-29T15:20:35Z	2019-04-29T15:20:38Z	2019-04-29T15:20:35Z
satijalab/seurat	437874977	1451	lkmklsmn	closed	6	2019-04-26T23:07:34Z	2019-04-26T23:13:48Z	2020-03-25T08:52:36Z	2019-04-26T23:13:48Z
satijalab/seurat	437852688	1450	lennycheung	closed	2	2019-04-26T21:28:14Z	2019-04-26T21:56:26Z	2019-04-29T18:07:51Z	2019-04-26T21:56:26Z
satijalab/seurat	437808401	1449	giorgosminas	closed	2	2019-04-26T19:11:08Z	2019-04-26T21:56:59Z	2019-04-26T22:12:52Z	2019-04-26T21:56:59Z
satijalab/seurat	437696288	1448	L30P30	closed	1	2019-04-26T14:19:50Z	2019-04-26T21:59:40Z	2019-04-26T21:59:41Z	2019-04-26T21:59:40Z
satijalab/seurat	437634551	1447	rlorenzc	closed	3	2019-04-26T11:46:21Z	2019-04-26T21:58:15Z	2020-07-15T20:13:48Z	2019-04-26T21:58:15Z
satijalab/seurat	437610013	1446	MK-HKD	closed	3	2019-04-26T10:34:27Z	2019-04-26T22:00:51Z	2019-04-28T08:22:51Z	2019-04-28T08:22:51Z
satijalab/seurat	437591663	1445	cakirb	closed	1	2019-04-26T09:48:36Z	2019-05-10T15:43:33Z	2019-05-10T15:43:33Z	2019-05-10T15:43:33Z
satijalab/seurat	437562483	1444	hfberg	closed	7	2019-04-26T08:39:19Z	2019-04-26T16:21:36Z	2019-05-23T02:13:14Z	2019-04-30T02:17:26Z
satijalab/seurat	437558804	1443	SyrupBadger	closed	1	2019-04-26T08:29:36Z	2019-04-26T22:06:37Z	2019-04-26T22:06:37Z	2019-04-26T22:06:37Z
satijalab/seurat	437531482	1442	janinemelsen	closed	3	2019-04-26T07:13:17Z	2019-04-26T21:28:50Z	2019-04-29T10:10:13Z	2019-04-29T10:10:13Z
satijalab/seurat	437511332	1441	totipoint	closed	4	2019-04-26T06:00:56Z	2019-04-26T20:15:12Z	2019-05-06T20:19:56Z	2019-04-26T21:17:14Z
satijalab/seurat	437283857	1440	kasumaz	closed	4	2019-04-25T16:12:47Z	2019-04-25T16:50:08Z	2020-01-30T07:25:30Z	2019-04-25T16:50:08Z
satijalab/seurat	437261748	1439	lennycheung	closed	2	2019-04-25T15:26:48Z	2019-04-25T15:33:35Z	2019-04-25T15:35:12Z	2019-04-25T15:33:35Z
satijalab/seurat	437250699	1438	SeadonXing	closed	1	2019-04-25T15:05:18Z	2019-04-25T15:29:38Z	2019-04-25T15:29:38Z	2019-04-25T15:29:38Z
satijalab/seurat	437244989	1437	SFF-singecell-user	closed	5	2019-04-25T14:54:46Z	2019-04-25T15:37:20Z	2019-04-26T03:20:15Z	2019-04-26T03:20:15Z
satijalab/seurat	437198266	1436	QqQss	closed	5	2019-04-25T13:25:33Z	2019-04-25T15:38:36Z	2019-05-17T16:47:56Z	2019-05-17T16:47:56Z
satijalab/seurat	437198096	1435	songeric1107	closed	10	2019-04-25T13:25:15Z	2019-04-26T22:11:57Z	2020-01-28T09:59:22Z	2019-04-26T22:11:57Z
satijalab/seurat	437195709	1434	zbgaber	closed	3	2019-04-25T13:20:32Z	2019-04-26T02:29:36Z	2019-05-13T21:47:15Z	2019-04-29T21:52:06Z
satijalab/seurat	437139092	1433	cakirb	closed	2	2019-04-25T11:04:04Z	2019-04-26T20:17:05Z	2019-04-26T22:19:01Z	2019-04-26T22:19:01Z
satijalab/seurat	437058219	1432	jmzvillarreal	closed	1	2019-04-25T07:56:33Z	2019-04-25T15:07:54Z	2019-04-26T02:29:56Z	2019-04-26T02:29:56Z
satijalab/seurat	437021422	1431	zqyhyunbin	closed	1	2019-04-25T05:58:48Z	2019-04-26T22:13:24Z	2019-04-26T22:13:25Z	2019-04-26T22:13:25Z
satijalab/seurat	436815736	1430	RuiyangLiu94	closed	3	2019-04-24T17:21:27Z	2019-04-24T20:45:57Z	2020-04-09T16:46:03Z	2019-04-24T20:45:57Z
